t, dist_ref, dist_hat 
2.920000, 0.439567, 2.662073 
2.922500, 0.434688, 2.656725 
2.925000, 0.429806, 2.651366 
2.927500, 0.424922, 2.645995 
2.930000, 0.420035, 2.640612 
2.932500, 0.415145, 2.635217 
2.935000, 0.410252, 2.629811 
2.937500, 0.405357, 2.624394 
2.940000, 0.400460, 2.618965 
2.942500, 0.395560, 2.613524 
2.945000, 0.390658, 2.608072 
2.947500, 0.385753, 2.602608 
2.950000, 0.380845, 2.597134 
2.952500, 0.375936, 2.591648 
2.955000, 0.371024, 2.586151 
2.957500, 0.366109, 2.580642 
2.960000, 0.361193, 2.575123 
2.962500, 0.356274, 2.569593 
2.965000, 0.351352, 2.564051 
2.967500, 0.346429, 2.558499 
2.970000, 0.341504, 2.552935 
2.972500, 0.336576, 2.547361 
2.975000, 0.331646, 2.541776 
2.977500, 0.326714, 2.536181 
2.980000, 0.321781, 2.530574 
2.982500, 0.316845, 2.524957 
2.985000, 0.311907, 2.519330 
2.987500, 0.306967, 2.513691 
2.990000, 0.302025, 2.508043 
2.992500, 0.297082, 2.502384 
2.995000, 0.292136, 2.496714 
2.997500, 0.287189, 2.491034 
3.000000, 0.282240, 2.485344 
3.002500, 0.277289, 2.479644 
3.005000, 0.272337, 2.473933 
3.007500, 0.267382, 2.468212 
3.010000, 0.262426, 2.462481 
3.012500, 0.257469, 2.456741 
3.015000, 0.252510, 2.450990 
3.017500, 0.247549, 2.445229 
3.020000, 0.242587, 2.439458 
3.022500, 0.237623, 2.433677 
3.025000, 0.232657, 2.427887 
3.027500, 0.227691, 2.422087 
3.030000, 0.222722, 2.416277 
3.032500, 0.217753, 2.410457 
3.035000, 0.212782, 2.404628 
3.037500, 0.207810, 2.398789 
3.040000, 0.202836, 2.392941 
3.042500, 0.197861, 2.387083 
3.045000, 0.192885, 2.381216 
3.047500, 0.187908, 2.375339 
3.050000, 0.182929, 2.369454 
3.052500, 0.177950, 2.363558 
3.055000, 0.172969, 2.357654 
3.057500, 0.167987, 2.351741 
3.060000, 0.163004, 2.345818 
3.062500, 0.158020, 2.339886 
3.065000, 0.153036, 2.333945 
3.067500, 0.148050, 2.327996 
3.070000, 0.143063, 2.322037 
3.072500, 0.138075, 2.316069 
3.075000, 0.133087, 2.310093 
3.077500, 0.128098, 2.304108 
3.080000, 0.123107, 2.298114 
3.082500, 0.118117, 2.292111 
3.085000, 0.113125, 2.286100 
3.087500, 0.108133, 2.280080 
3.090000, 0.103140, 2.274051 
3.092500, 0.098146, 2.268014 
3.095000, 0.093152, 2.261969 
3.097500, 0.088157, 2.255915 
3.100000, 0.083161, 2.249852 
3.102500, 0.078165, 2.243782 
3.105000, 0.073169, 2.237703 
3.107500, 0.068172, 2.231616 
3.110000, 0.063175, 2.225521 
3.112500, 0.058177, 2.219417 
3.115000, 0.053179, 2.213306 
3.117500, 0.048181, 2.207186 
3.120000, 0.043182, 2.201059 
3.122500, 0.038183, 2.194923 
3.125000, 0.033184, 2.188780 
3.127500, 0.028184, 2.182628 
3.130000, 0.023185, 2.176469 
3.132500, 0.018185, 2.170302 
3.135000, 0.013185, 2.164128 
3.137500, 0.008185, 2.157946 
3.140000, 0.003185, 2.151756 
3.142500, -0.001815, 2.145558 
3.145000, -0.006815, 2.139353 
3.147500, -0.011815, 2.133141 
3.150000, -0.016814, 2.126921 
3.152500, -0.021814, 2.120694 
3.155000, -0.026814, 2.114459 
3.157500, -0.031813, 2.108217 
3.160000, -0.036813, 2.101968 
3.162500, -0.041812, 2.095712 
3.165000, -0.046810, 2.089448 
3.167500, -0.051809, 2.083177 
3.170000, -0.056807, 2.076900 
3.172500, -0.061805, 2.070615 
3.175000, -0.066802, 2.064323 
3.177500, -0.071799, 2.058024 
3.180000, -0.076796, 2.051719 
3.182500, -0.081792, 2.045406 
3.185000, -0.086787, 2.039087 
3.187500, -0.091782, 2.032761 
3.190000, -0.096777, 2.026428 
3.192500, -0.101771, 2.020089 
3.195000, -0.106764, 2.013743 
3.197500, -0.111756, 2.007390 
3.200000, -0.116748, 2.001031 
3.202500, -0.121739, 1.994665 
3.205000, -0.126730, 1.988293 
3.207500, -0.131719, 1.981915 
3.210000, -0.136708, 1.975530 
3.212500, -0.141696, 1.969139 
3.215000, -0.146683, 1.962741 
3.217500, -0.151669, 1.956338 
3.220000, -0.156654, 1.949928 
3.222500, -0.161638, 1.943512 
3.225000, -0.166621, 1.937090 
3.227500, -0.171603, 1.930662 
3.230000, -0.176584, 1.924228 
3.232500, -0.181564, 1.917788 
3.235000, -0.186543, 1.911342 
3.237500, -0.191521, 1.904890 
3.240000, -0.196497, 1.898433 
3.242500, -0.201472, 1.891969 
3.245000, -0.206446, 1.885500 
3.247500, -0.211419, 1.879025 
3.250000, -0.216390, 1.872545 
3.252500, -0.221360, 1.866059 
3.255000, -0.226329, 1.859567 
3.257500, -0.231296, 1.853070 
3.260000, -0.236262, 1.846568 
3.262500, -0.241226, 1.840060 
3.265000, -0.246189, 1.833546 
3.267500, -0.251150, 1.827028 
3.270000, -0.256110, 1.820504 
3.272500, -0.261068, 1.813974 
3.275000, -0.266024, 1.807440 
3.277500, -0.270979, 1.800900 
3.280000, -0.275932, 1.794356 
3.282500, -0.280883, 1.787806 
3.285000, -0.285833, 1.781251 
3.287500, -0.290780, 1.774691 
3.290000, -0.295726, 1.768126 
3.292500, -0.300670, 1.761556 
3.295000, -0.305613, 1.754982 
3.297500, -0.310553, 1.748403 
3.300000, -0.315491, 1.741818 
3.302500, -0.320428, 1.735230 
3.305000, -0.325362, 1.728636 
3.307500, -0.330295, 1.722038 
3.310000, -0.335225, 1.715435 
3.312500, -0.340153, 1.708828 
3.315000, -0.345079, 1.702216 
3.317500, -0.350003, 1.695599 
3.320000, -0.354925, 1.688978 
3.322500, -0.359844, 1.682353 
3.325000, -0.364762, 1.675724 
3.327500, -0.369677, 1.669090 
3.330000, -0.374589, 1.662452 
3.332500, -0.379500, 1.655809 
3.335000, -0.384408, 1.649163 
3.337500, -0.389313, 1.642512 
3.340000, -0.394216, 1.635858 
3.342500, -0.399117, 1.629199 
3.345000, -0.404015, 1.622536 
3.347500, -0.408911, 1.615869 
3.350000, -0.413804, 1.609199 
3.352500, -0.418694, 1.602524 
3.355000, -0.423582, 1.595846 
3.357500, -0.428468, 1.589164 
3.360000, -0.433350, 1.582478 
3.362500, -0.438230, 1.575788 
3.365000, -0.443107, 1.569095 
3.367500, -0.447981, 1.562398 
3.370000, -0.452853, 1.555697 
3.372500, -0.457722, 1.548993 
3.375000, -0.462588, 1.542286 
3.377500, -0.467451, 1.535575 
3.380000, -0.472311, 1.528860 
3.382500, -0.477168, 1.522142 
3.385000, -0.482022, 1.515421 
3.387500, -0.486873, 1.508697 
3.390000, -0.491721, 1.501969 
3.392500, -0.496566, 1.495238 
3.395000, -0.501408, 1.488504 
3.397500, -0.506247, 1.481767 
3.400000, -0.511082, 1.475027 
3.402500, -0.515915, 1.468283 
3.405000, -0.520744, 1.461537 
3.407500, -0.525570, 1.454788 
3.410000, -0.530392, 1.448035 
3.412500, -0.535212, 1.441280 
3.415000, -0.540028, 1.434522 
3.417500, -0.544840, 1.427762 
3.420000, -0.549649, 1.420998 
3.422500, -0.554455, 1.414232 
3.425000, -0.559257, 1.407463 
3.427500, -0.564056, 1.400692 
3.430000, -0.568851, 1.393918 
3.432500, -0.573643, 1.387141 
3.435000, -0.578431, 1.380362 
3.437500, -0.583216, 1.373580 
3.440000, -0.587997, 1.366796 
3.442500, -0.592774, 1.360010 
3.445000, -0.597547, 1.353221 
3.447500, -0.602317, 1.346430 
3.450000, -0.607083, 1.339636 
3.452500, -0.611845, 1.332841 
3.455000, -0.616604, 1.326043 
3.457500, -0.621358, 1.319243 
3.460000, -0.626109, 1.312441 
3.462500, -0.630855, 1.305637 
3.465000, -0.635598, 1.298831 
3.467500, -0.640337, 1.292023 
3.470000, -0.645072, 1.285213 
3.472500, -0.649803, 1.278401 
3.475000, -0.654529, 1.271587 
3.477500, -0.659252, 1.264771 
3.480000, -0.663970, 1.257954 
3.482500, -0.668685, 1.251135 
3.485000, -0.673395, 1.244314 
3.487500, -0.678101, 1.237491 
3.490000, -0.682803, 1.230667 
3.492500, -0.687500, 1.223842 
3.495000, -0.692193, 1.217014 
3.497500, -0.696882, 1.210186 
3.500000, -0.701566, 1.203355 
3.502500, -0.706247, 1.196524 
3.505000, -0.710922, 1.189691 
3.507500, -0.715593, 1.182856 
3.510000, -0.720260, 1.176021 
3.512500, -0.724922, 1.169184 
3.515000, -0.729580, 1.162346 
3.517500, -0.734233, 1.155506 
3.520000, -0.738882, 1.148666 
3.522500, -0.743526, 1.141824 
3.525000, -0.748165, 1.134981 
3.527500, -0.752800, 1.128138 
3.530000, -0.757430, 1.121293 
3.532500, -0.762055, 1.114448 
3.535000, -0.766675, 1.107601 
3.537500, -0.771291, 1.100754 
3.540000, -0.775902, 1.093905 
3.542500, -0.780508, 1.087056 
3.545000, -0.785109, 1.080207 
3.547500, -0.789705, 1.073356 
3.550000, -0.794296, 1.066505 
3.552500, -0.798883, 1.059653 
3.555000, -0.803464, 1.052801 
3.557500, -0.808040, 1.045948 
3.560000, -0.812611, 1.039095 
3.562500, -0.817178, 1.032241 
3.565000, -0.821739, 1.025386 
3.567500, -0.826294, 1.018532 
3.570000, -0.830845, 1.011676 
3.572500, -0.835391, 1.004821 
3.575000, -0.839931, 0.997965 
3.577500, -0.844466, 0.991109 
3.580000, -0.848996, 0.984253 
3.582500, -0.853520, 0.977397 
3.585000, -0.858040, 0.970540 
3.587500, -0.862553, 0.963684 
3.590000, -0.867062, 0.956827 
3.592500, -0.871565, 0.949971 
3.595000, -0.876062, 0.943114 
3.597500, -0.880554, 0.936258 
3.600000, -0.885041, 0.929401 
3.602500, -0.889522, 0.922545 
3.605000, -0.893997, 0.915689 
3.607500, -0.898467, 0.908833 
3.610000, -0.902932, 0.901977 
3.612500, -0.907390, 0.895122 
3.615000, -0.911843, 0.888267 
3.617500, -0.916290, 0.881412 
3.620000, -0.920732, 0.874558 
3.622500, -0.925168, 0.867704 
3.625000, -0.929598, 0.860851 
3.627500, -0.934022, 0.853998 
3.630000, -0.938440, 0.847146 
3.632500, -0.942853, 0.840294 
3.635000, -0.947259, 0.833443 
3.637500, -0.951660, 0.826593 
3.640000, -0.956054, 0.819743 
3.642500, -0.960443, 0.812894 
3.645000, -0.964826, 0.806046 
3.647500, -0.969203, 0.799199 
3.650000, -0.973573, 0.792353 
3.652500, -0.977938, 0.785507 
3.655000, -0.982296, 0.778663 
3.657500, -0.986649, 0.771819 
3.660000, -0.990995, 0.764977 
3.662500, -0.995335, 0.758135 
3.665000, -0.999668, 0.751295 
3.667500, -1.003996, 0.744455 
3.670000, -1.008317, 0.737617 
3.672500, -1.012632, 0.730780 
3.675000, -1.016941, 0.723944 
3.677500, -1.021243, 0.717110 
3.680000, -1.025539, 0.710277 
3.682500, -1.029828, 0.703445 
3.685000, -1.034111, 0.696615 
3.687500, -1.038388, 0.689786 
3.690000, -1.042658, 0.682958 
3.692500, -1.046921, 0.676132 
3.695000, -1.051178, 0.669308 
3.697500, -1.055428, 0.662485 
3.700000, -1.059672, 0.655663 
3.702500, -1.063909, 0.648844 
3.705000, -1.068140, 0.642026 
3.707500, -1.072364, 0.635209 
3.710000, -1.076581, 0.628395 
3.712500, -1.080791, 0.621582 
3.715000, -1.084995, 0.614771 
3.717500, -1.089192, 0.607962 
3.720000, -1.093382, 0.601155 
3.722500, -1.097565, 0.594350 
3.725000, -1.101742, 0.587547 
3.727500, -1.105911, 0.580745 
3.730000, -1.110074, 0.573946 
3.732500, -1.114229, 0.567149 
3.735000, -1.118378, 0.560354 
3.737500, -1.122520, 0.553561 
3.740000, -1.126655, 0.546771 
3.742500, -1.130782, 0.539982 
3.745000, -1.134903, 0.533196 
3.747500, -1.139016, 0.526412 
3.750000, -1.143123, 0.519631 
3.752500, -1.147222, 0.512851 
3.755000, -1.151314, 0.506075 
3.757500, -1.155399, 0.499300 
3.760000, -1.159476, 0.492528 
3.762500, -1.163547, 0.485759 
3.765000, -1.167610, 0.478992 
3.767500, -1.171666, 0.472228 
3.770000, -1.175714, 0.465467 
3.772500, -1.179755, 0.458708 
3.775000, -1.183789, 0.451952 
3.777500, -1.187815, 0.445198 
3.780000, -1.191834, 0.438447 
3.782500, -1.195846, 0.431699 
3.785000, -1.199850, 0.424954 
3.787500, -1.203847, 0.418212 
3.790000, -1.207836, 0.411473 
3.792500, -1.211817, 0.404737 
3.795000, -1.215791, 0.398003 
3.797500, -1.219757, 0.391273 
3.800000, -1.223716, 0.384546 
3.802500, -1.227667, 0.377821 
3.805000, -1.231610, 0.371100 
3.807500, -1.235546, 0.364382 
3.810000, -1.239474, 0.357667 
3.812500, -1.243394, 0.350956 
3.815000, -1.247306, 0.344248 
3.817500, -1.251211, 0.337543 
3.820000, -1.255108, 0.330841 
3.822500, -1.258997, 0.324143 
3.825000, -1.262878, 0.317448 
3.827500, -1.266751, 0.310756 
3.830000, -1.270616, 0.304068 
3.832500, -1.274473, 0.297384 
3.835000, -1.278323, 0.290703 
3.837500, -1.282164, 0.284026 
3.840000, -1.285997, 0.277352 
3.842500, -1.289823, 0.270682 
3.845000, -1.293640, 0.264015 
3.847500, -1.297449, 0.257353 
3.850000, -1.301250, 0.250694 
3.852500, -1.305043, 0.244038 
3.855000, -1.308828, 0.237387 
3.857500, -1.312605, 0.230739 
3.860000, -1.316373, 0.224096 
3.862500, -1.320133, 0.217456 
3.865000, -1.323885, 0.210820 
3.867500, -1.327629, 0.204188 
3.870000, -1.331364, 0.197561 
3.872500, -1.335091, 0.190937 
3.875000, -1.338810, 0.184317 
3.877500, -1.342520, 0.177702 
3.880000, -1.346222, 0.171090 
3.882500, -1.349915, 0.164483 
3.885000, -1.353600, 0.157880 
3.887500, -1.357277, 0.151282 
3.890000, -1.360945, 0.144687 
3.892500, -1.364605, 0.138097 
3.895000, -1.368256, 0.131512 
3.897500, -1.371898, 0.124930 
3.900000, -1.375532, 0.118353 
3.902500, -1.379158, 0.111781 
3.905000, -1.382774, 0.105213 
3.907500, -1.386383, 0.098650 
3.910000, -1.389982, 0.092091 
3.912500, -1.393573, 0.085537 
3.915000, -1.397155, 0.078987 
3.917500, -1.400728, 0.072442 
3.920000, -1.404293, 0.065902 
3.922500, -1.407848, 0.059366 
3.925000, -1.411395, 0.052835 
3.927500, -1.414933, 0.046310 
3.930000, -1.418463, 0.039788 
3.932500, -1.421983, 0.033272 
3.935000, -1.425495, 0.026761 
3.937500, -1.428997, 0.020254 
3.940000, -1.432491, 0.013753 
3.942500, -1.435976, 0.007256 
3.945000, -1.439452, 0.000765 
3.947500, -1.442918, -0.005722 
3.950000, -1.446376, -0.012203 
3.952500, -1.449825, -0.018679 
3.955000, -1.453265, -0.025150 
3.957500, -1.456695, -0.031616 
3.960000, -1.460117, -0.038077 
3.962500, -1.463529, -0.044532 
3.965000, -1.466932, -0.050982 
3.967500, -1.470326, -0.057427 
3.970000, -1.473711, -0.063866 
3.972500, -1.477087, -0.070300 
3.975000, -1.480453, -0.076729 
3.977500, -1.483810, -0.083152 
3.980000, -1.487158, -0.089570 
3.982500, -1.490497, -0.095982 
3.985000, -1.493826, -0.102388 
3.987500, -1.497146, -0.108789 
3.990000, -1.500457, -0.115185 
3.992500, -1.503758, -0.121574 
3.995000, -1.507050, -0.127959 
3.997500, -1.510332, -0.134337 
4.000000, -1.513605, -0.140710 
4.002500, -1.516868, -0.147076 
4.005000, -1.520122, -0.153438 
4.007500, -1.523367, -0.159793 
4.010000, -1.526602, -0.166142 
4.012500, -1.529827, -0.172486 
4.015000, -1.533043, -0.178823 
4.017500, -1.536250, -0.185155 
4.020000, -1.539446, -0.191480 
4.022500, -1.542633, -0.197800 
4.025000, -1.545811, -0.204113 
4.027500, -1.548979, -0.210421 
4.030000, -1.552137, -0.216722 
4.032500, -1.555285, -0.223017 
4.035000, -1.558424, -0.229306 
4.037500, -1.561553, -0.235589 
4.040000, -1.564672, -0.241866 
4.042500, -1.567781, -0.248136 
4.045000, -1.570881, -0.254400 
4.047500, -1.573971, -0.260657 
4.050000, -1.577051, -0.266909 
4.052500, -1.580121, -0.273153 
4.055000, -1.583181, -0.279392 
4.057500, -1.586231, -0.285624 
4.060000, -1.589271, -0.291849 
4.062500, -1.592302, -0.298068 
4.065000, -1.595322, -0.304280 
4.067500, -1.598333, -0.310486 
4.070000, -1.601334, -0.316685 
4.072500, -1.604324, -0.322878 
4.075000, -1.607305, -0.329064 
4.077500, -1.610275, -0.335243 
4.080000, -1.613235, -0.341415 
4.082500, -1.616186, -0.347581 
4.085000, -1.619126, -0.353740 
4.087500, -1.622056, -0.359892 
4.090000, -1.624976, -0.366037 
4.092500, -1.627886, -0.372175 
4.095000, -1.630786, -0.378307 
4.097500, -1.633675, -0.384431 
4.100000, -1.636554, -0.390549 
4.102500, -1.639423, -0.396659 
4.105000, -1.642282, -0.402762 
4.107500, -1.645130, -0.408859 
4.110000, -1.647969, -0.414948 
4.112500, -1.650797, -0.421030 
4.115000, -1.653614, -0.427105 
4.117500, -1.656421, -0.433173 
4.120000, -1.659218, -0.439233 
4.122500, -1.662005, -0.445287 
4.125000, -1.664781, -0.451333 
4.127500, -1.667547, -0.457371 
4.130000, -1.670302, -0.463403 
4.132500, -1.673047, -0.469427 
4.135000, -1.675781, -0.475443 
4.137500, -1.678505, -0.481453 
4.140000, -1.681219, -0.487454 
4.142500, -1.683922, -0.493449 
4.145000, -1.686614, -0.499435 
4.147500, -1.689296, -0.505415 
4.150000, -1.691967, -0.511386 
4.152500, -1.694628, -0.517350 
4.155000, -1.697278, -0.523307 
4.157500, -1.699918, -0.529256 
4.160000, -1.702547, -0.535197 
4.162500, -1.705165, -0.541130 
4.165000, -1.707773, -0.547056 
4.167500, -1.710370, -0.552974 
4.170000, -1.712956, -0.558884 
4.172500, -1.715532, -0.564786 
4.175000, -1.718096, -0.570680 
4.177500, -1.720650, -0.576567 
4.180000, -1.723194, -0.582446 
4.182500, -1.725726, -0.588316 
4.185000, -1.728248, -0.594179 
4.187500, -1.730759, -0.600034 
4.190000, -1.733259, -0.605880 
4.192500, -1.735749, -0.611719 
4.195000, -1.738227, -0.617550 
4.197500, -1.740695, -0.623372 
4.200000, -1.743152, -0.629186 
4.202500, -1.745597, -0.634993 
4.205000, -1.748032, -0.640791 
4.207500, -1.750456, -0.646580 
4.210000, -1.752869, -0.652362 
4.212500, -1.755272, -0.658135 
4.215000, -1.757663, -0.663900 
4.217500, -1.760043, -0.669657 
4.220000, -1.762412, -0.675405 
4.222500, -1.764770, -0.681145 
4.225000, -1.767117, -0.686876 
4.227500, -1.769453, -0.692599 
4.230000, -1.771778, -0.698314 
4.232500, -1.774092, -0.704020 
4.235000, -1.776395, -0.709717 
4.237500, -1.778687, -0.715406 
4.240000, -1.780968, -0.721087 
4.242500, -1.783237, -0.726758 
4.245000, -1.785495, -0.732422 
4.247500, -1.787743, -0.738076 
4.250000, -1.789979, -0.743722 
4.252500, -1.792204, -0.749359 
4.255000, -1.794417, -0.754987 
4.257500, -1.796620, -0.760607 
4.260000, -1.798811, -0.766218 
4.262500, -1.800991, -0.771820 
4.265000, -1.803159, -0.777413 
4.267500, -1.805317, -0.782997 
4.270000, -1.807463, -0.788573 
4.272500, -1.809598, -0.794139 
4.275000, -1.811721, -0.799697 
4.277500, -1.813834, -0.805245 
4.280000, -1.815935, -0.810785 
4.282500, -1.818024, -0.816315 
4.285000, -1.820102, -0.821837 
4.287500, -1.822169, -0.827349 
4.290000, -1.824224, -0.832853 
4.292500, -1.826268, -0.838347 
4.295000, -1.828301, -0.843832 
4.297500, -1.830322, -0.849308 
4.300000, -1.832332, -0.854774 
4.302500, -1.834330, -0.860232 
4.305000, -1.836317, -0.865680 
4.307500, -1.838292, -0.871119 
4.310000, -1.840256, -0.876548 
4.312500, -1.842208, -0.881968 
4.315000, -1.844149, -0.887379 
4.317500, -1.846079, -0.892781 
4.320000, -1.847996, -0.898173 
4.322500, -1.849903, -0.903556 
4.325000, -1.851797, -0.908929 
4.327500, -1.853680, -0.914292 
4.330000, -1.855552, -0.919647 
4.332500, -1.857412, -0.924991 
4.335000, -1.859260, -0.930326 
4.337500, -1.861097, -0.935652 
4.340000, -1.862922, -0.940968 
4.342500, -1.864735, -0.946274 
4.345000, -1.866537, -0.951570 
4.347500,